Citizenship,Admission_Status,Outstanding_Loans,Academic_Performance,Field_of_Study,Year_of_Study,Family_Income,Number_of_Dependents,Orphan,Parents_Disability,Eligible
1,1,0,3.489055076234575,Health Sciences,2,214094.16872656436,1,0,0,1
1,1,0,3.8708136533400848,Humanities,1,190599.4666835011,2,0,0,1
1,1,0,3.2476639123297395,STEM,3,328020.8831027861,2,0,0,1
1,1,0,3.042513512220566,STEM,1,355018.4831360137,1,0,0,1
1,1,0,2.960603398851784,Health Sciences,3,402028.08189553354,5,0,0,1
1,0,0,3.6953816677295444,STEM,4,407564.61176732054,2,0,0,0
1,1,0,4.5459379763684336,Humanities,2,255047.25397626328,3,0,0,1
1,1,0,3.666154587122635,Health Sciences,2,341271.2462525097,1,0,0,1
1,1,0,3.769744386507715,Health Sciences,1,200229.1461631348,4,0,0,1
1,1,1,3.405089981917785,STEM,3,299347.9427366576,4,0,0,0
1,1,0,3.1105378933443357,Humanities,2,271493.58900052984,4,0,0,1
1,1,0,3.1729704054377823,STEM,4,173646.89083268592,0,0,0,1
0,1,0,2.970604221868832,Health Sciences,1,249570.5743104041,5,0,0,0
1,1,0,3.3382097420116175,Business,4,169310.46427925903,4,0,0,1
1,0,0,3.170201403606679,Health Sciences,3,120797.73051840713,3,0,0,0
1,1,0,3.5626935581574815,Health Sciences,4,241397.89224050986,4,0,0,1
1,1,0,4.372921098255453,Business,3,181040.93504543605,2,0,0,1
1,0,0,4.172927043263369,STEM,1,283976.66356051737,1,0,0,0
1,1,1,3.419040042285182,STEM,1,289585.1617686459,3,0,0,0
1,1,0,3.129707126350358,Health Sciences,3,228574.8280217487,2,0,0,1
1,1,1,3.7543701802840905,Business,1,424829.5534631442,0,0,0,0
1,1,0,2.455752704244578,Humanities,1,277381.0080916399,4,0,0,0
1,0,0,3.658012557336425,STEM,3,123770.97871690559,6,0,0,0
1,1,0,2.719593400611574,STEM,3,154892.19117955328,2,0,0,1
1,1,0,3.592015389400458,Health Sciences,1,726536.1172487295,1,0,0,0
1,1,0,4.019621466647176,Business,1,258031.93626251863,3,0,1,1
1,1,1,3.894660283008741,Business,1,295585.2570345899,3,0,1,0
1,1,0,4.1421344399980935,STEM,3,129251.86871974786,2,0,0,1
1,1,0,3.38662634503919,Health Sciences,1,866955.7892181539,4,0,0,0
1,1,0,3.6039512956785384,Business,1,197342.5904007195,5,0,0,1
1,1,1,3.51402232167971,STEM,2,632615.1288978938,2,0,0,0
1,1,0,3.750167182902743,Humanities,1,290995.9787107114,5,0,0,1
1,0,0,2.8381751036534086,STEM,1,401725.16035597085,4,0,0,0
1,1,0,3.4585690500767394,Humanities,2,351020.74706934975,0,0,0,1
1,1,0,3.5586071004258875,Health Sciences,4,277968.6958009365,1,0,0,1
1,1,0,3.650439669305845,STEM,1,231425.5391584456,3,1,0,1
1,1,1,3.090819339260747,Health Sciences,2,236448.97582022092,3,0,0,0
1,1,0,4.0955377584666754,Business,3,244033.76295780475,2,0,0,1
1,1,1,3.4938434371512117,Health Sciences,1,591147.8319326919,5,0,0,0
1,1,0,3.7009416946643743,STEM,3,159276.9943961288,2,0,0,1
1,1,0,2.919350819199572,STEM,2,245210.58777162695,2,0,0,1
1,0,0,3.1367544541670975,Health Sciences,4,450740.6724553534,1,0,1,0
1,1,0,3.372381353003861,Health Sciences,4,379200.67770050495,1,0,0,1
1,1,1,4.321047904619979,Business,3,311266.42417825817,4,0,0,0
1,1,0,3.8508001806487733,Business,3,185422.6842422734,2,0,0,1
1,1,0,4.290414426280563,STEM,1,195981.0023687322,1,0,0,1
1,1,0,3.027323564488276,Health Sciences,2,325573.17742579756,2,0,0,1
1,1,0,4.49538854038685,Health Sciences,2,264120.4356210529,4,0,0,1
1,1,1,3.8416901261770326,Humanities,1,167960.6286451381,1,0,1,0
1,1,0,4.014971657302585,Business,4,127984.83957076982,6,0,0,1
1,1,0,2.7681098912920983,STEM,3,274876.1574663721,3,0,0,1
1,1,0,2.8003967114637796,Humanities,1,250718.9798920245,4,0,0,1
1,1,1,3.181063839875231,Health Sciences,4,273241.8712240003,4,0,0,0
1,1,0,3.7266685858853705,STEM,4,297891.06271413714,1,0,0,1
1,1,0,3.8897454852012343,Humanities,4,305400.26510451897,2,0,0,1
1,1,0,3.55293415923923,STEM,3,190527.277876359,4,0,0,1
0,1,0,3.026906659480871,Humanities,4,273813.4965858131,4,0,0,0
1,0,0,4.092013454924115,STEM,3,591222.9705470939,4,0,0,0
1,1,1,3.7363417591780386,STEM,3,217295.53259603994,4,0,0,0
1,1,0,2.9251021621402664,STEM,2,320108.4996990983,1,0,0,1
1,1,0,2.648715413527354,Humanities,4,331891.8530238217,0,0,0,1
1,1,0,3.2412588406977196,Business,2,265097.55967118253,5,0,0,1
1,1,0,3.062464491384208,Health Sciences,4,845291.2589341797,1,0,0,0
1,1,0,3.5324972090391054,STEM,4,248697.40705057408,2,0,0,1
1,1,0,3.65926929292411,Health Sciences,4,380128.1837624388,6,0,0,1
1,0,1,3.3024369484723124,STEM,2,207420.7926311767,6,0,0,0
1,1,0,3.7442540068294226,Humanities,3,207975.72858985403,2,0,1,1
1,1,0,3.498965570543844,Humanities,4,356511.73713637097,2,0,0,1
1,1,0,2.8910023622921517,Business,2,146600.31151483138,4,0,0,1
1,1,0,3.296570655194166,STEM,1,393808.2619247198,0,0,0,1
1,1,0,3.5440285941378904,STEM,3,507924.3591736289,0,0,0,0
1,1,0,2.9933360883454543,Business,4,459261.2853106802,4,0,0,1
1,1,0,3.64416424990632,Health Sciences,1,257736.67764343673,3,0,0,1
1,1,1,4.730199565845758,Humanities,1,305907.46154203155,1,0,0,0
1,1,0,4.253733394353484,Business,3,193524.1062675591,3,0,0,1
0,1,1,3.8498790269198553,Humanities,4,669205.9526895661,4,0,0,0
1,1,0,4.235368882661689,Humanities,1,518066.5367675696,3,0,0,0
1,1,1,3.7592802470132516,Business,4,149289.15041742576,1,0,0,0
1,1,0,3.683962582119826,Business,2,739982.5904240622,3,1,1,1
1,1,1,3.5339818762543636,STEM,4,589360.7426574362,3,0,0,0
1,1,0,4.063478911294666,Health Sciences,2,157060.82795771302,6,0,0,1
0,1,0,3.862329168127763,Business,2,454854.24562232266,1,0,0,0
1,1,1,2.8982230353877148,Health Sciences,4,272768.8561896877,5,0,0,0
1,1,0,3.1686893830237293,Humanities,2,325416.00880359544,2,0,0,1
1,1,0,4.4455302749361785,Business,4,351070.1493056319,5,0,0,1
1,1,0,3.4530238532894115,Health Sciences,1,381657.2292646903,4,0,0,1
1,1,0,3.6415395625569906,STEM,2,231520.27210604734,2,0,1,1
1,1,0,3.18766060322985,Health Sciences,1,98923.28636301351,7,0,0,1
1,1,0,4.106160427722911,Health Sciences,2,505505.03281395737,3,0,0,0
1,1,0,3.7487837398396864,Health Sciences,2,206562.40274087447,7,1,0,1
1,1,0,3.48439202145492,STEM,3,278074.8319080571,3,0,0,1
1,1,0,3.7716950041706285,Health Sciences,4,271364.6244096852,5,0,0,1
1,1,0,3.384461624260116,STEM,2,371068.23187538073,2,0,0,1
1,1,0,3.2994519688377446,STEM,2,223436.3416958081,2,0,0,1
1,1,0,2.8958823095112916,STEM,3,182008.8799140796,5,0,1,1
1,1,1,3.768202538690216,STEM,2,181926.50848226648,1,0,0,0
1,1,0,4.106654480530976,Health Sciences,2,189003.28567465587,1,1,0,1
1,1,1,3.706659659203127,STEM,3,145795.40877973626,1,0,0,0
1,1,0,3.1943151040560513,Humanities,3,295653.89150037436,2,0,0,1
1,1,0,3.5259729582005144,Health Sciences,4,96195.59915812455,1,0,0,1
1,1,0,4.387008597295196,STEM,4,85659.53474172999,2,0,0,1
1,1,0,3.821679587448395,Business,3,318386.146368687,5,0,0,1
1,1,0,2.5808134482193847,Humanities,2,164426.64900381787,4,0,0,1
1,1,0,3.27407414753568,STEM,4,400423.3958438148,1,0,0,1
1,1,1,2.6091784999451613,Business,2,548801.4696259241,5,0,0,0
1,1,0,4.216186736565156,STEM,3,115601.67985407815,2,0,0,1
1,1,0,3.498507101290167,Humanities,1,406794.2637269734,1,0,0,1
1,1,0,3.8481903147343774,STEM,3,358183.3466280114,3,0,0,1
1,1,0,3.6367090773177493,Business,2,348571.5663308982,5,0,1,1
1,0,0,3.186894540604599,Health Sciences,1,227377.3864835707,2,0,1,0
1,1,0,4.231081920052379,Humanities,3,270987.82295555866,5,0,1,1
1,1,0,2.9519308226515815,Humanities,3,300991.6512008048,1,0,0,1
1,1,1,2.6776160490839365,Business,3,245407.85950669472,2,0,0,0
1,1,0,3.9375003274926685,Humanities,2,282414.0403359174,6,0,0,1
0,1,0,3.97518842914858,STEM,4,169330.4914877279,2,0,0,0
1,1,1,3.6211566145492817,Business,4,481368.40407693863,1,1,0,0
1,1,1,3.9695950200352783,Health Sciences,2,245499.97938341033,3,0,0,0
1,1,0,3.0303922455216212,STEM,3,347912.8490194055,1,0,1,1
1,1,0,3.137459456904617,STEM,1,209630.88429087942,7,0,0,1
1,0,0,3.3267107892900976,Health Sciences,4,168110.62140410044,2,0,0,0
1,1,0,2.7801629144931734,Business,4,419746.71182434505,1,0,0,1
1,0,0,4.2120425134655815,STEM,2,307836.0012769432,4,0,0,0
1,1,0,3.4945233420498005,Health Sciences,1,168922.70606857951,3,0,0,1
1,0,0,2.9795548679140476,Business,3,105391.93065080336,1,0,0,0
1,1,0,2.7130203009266207,Business,4,248968.44934204093,4,0,0,1
1,1,0,3.200053338526727,STEM,2,139654.4688195054,0,0,0,1
1,1,1,3.636601287749479,Humanities,2,306484.16639181133,2,0,0,0
1,1,0,3.029222746414856,STEM,1,211696.6989112651,4,0,0,1
1,1,0,3.616521164474845,Business,4,287919.3689833543,4,0,0,1
1,1,0,3.3596131740012103,Business,3,81421.20248648894,4,0,0,1
1,1,0,3.8199041982453363,Humanities,3,205486.98656789857,1,0,0,1
1,1,0,2.7961810014938955,Health Sciences,2,174716.10362612893,1,0,0,1
1,1,0,2.6913479180172954,Health Sciences,4,207913.3493676374,3,0,0,1
1,1,0,3.965476267581254,STEM,4,199641.95971108737,3,1,0,1
1,1,1,3.148506502598813,Humanities,3,210557.09479379872,0,0,0,0
1,0,0,4.694493355720649,Business,1,247444.7612660853,2,0,0,0
1,1,0,2.920291041739535,Humanities,1,274101.59415130055,4,0,0,1
1,0,1,4.108178930500407,STEM,4,275869.8459708528,4,0,0,0
1,1,1,4.23984559544226,STEM,1,208551.65354619775,4,1,0,0
1,1,0,3.204906421029811,STEM,3,314767.67363587895,2,0,0,1
1,1,0,3.8036724805601834,Business,2,671502.3427933102,2,0,0,0
1,1,0,3.408814099045913,STEM,1,88799.27332619256,3,0,0,1
1,1,0,4.002628390899105,STEM,2,222019.2858522079,2,1,0,1
1,1,0,3.1910822762307514,STEM,2,284181.76910377084,1,0,0,1
1,1,1,3.7115225044652385,STEM,2,145625.51163037744,8,0,0,0
1,1,1,3.200453044042009,STEM,4,283609.7236018254,1,0,0,0
1,1,0,4.576050827233203,Health Sciences,2,268101.31685784436,5,0,0,1
1,1,0,3.9770812556630446,Humanities,1,278141.45909187105,4,0,0,1
1,1,0,3.4254753260369237,STEM,4,200999.40885802972,3,1,0,1
1,1,0,4.128934359631222,Business,4,264886.0422518919,2,0,0,1
1,1,1,3.234924406283684,STEM,4,416981.3807080887,4,0,0,0
1,1,0,3.635413385926704,STEM,2,218785.29905477763,3,0,0,1
1,1,0,3.5058917907136187,Humanities,4,414908.67925999244,3,0,0,1
1,1,0,3.7426004977354004,Business,1,213325.0750256142,2,0,0,1
1,1,0,3.6958596741940015,Humanities,1,219917.85536661567,3,0,0,1
1,1,1,3.041424340576501,Business,3,237476.16291326736,6,0,0,0
1,1,0,4.0400143173562775,STEM,1,275333.4971749114,3,0,0,1
1,0,1,3.1144144184703375,STEM,4,317451.5021585369,3,0,0,0
1,1,0,3.8340483404546224,STEM,1,279940.7856563682,7,0,0,1
1,1,0,4.016318891776039,STEM,4,260914.15679252334,2,1,0,1
1,1,1,4.303910346104088,Humanities,3,243652.4780778574,3,0,0,0
1,1,1,4.207360998815703,Business,2,195522.97151256516,2,0,0,0
1,1,0,2.8772187937031606,STEM,4,206660.3242109724,4,0,0,1
1,1,1,4.234197222839268,STEM,1,221189.4206232799,4,0,1,0
1,1,1,3.7229511861985944,STEM,1,90968.65799579286,7,0,0,0
1,1,0,2.99950929355846,Business,2,224101.08202130796,7,0,0,1
1,1,1,2.8846849590179175,Humanities,2,317683.78715991863,3,0,0,0
1,1,0,2.473625224689405,Business,3,174049.28537389627,4,1,0,0
1,1,0,2.4263411800951866,Humanities,3,213567.95313168527,2,0,0,0
1,1,0,2.936436618563149,STEM,3,444655.50162000395,2,0,0,1
1,0,1,2.4663243120436302,Business,3,219934.32692190158,4,0,0,0
0,1,0,3.4758491897659622,Health Sciences,2,281031.549265159,5,1,0,0
1,1,0,3.139112438081598,Business,2,127537.83235972942,1,0,0,1
1,1,0,3.8697516228891957,Business,4,238344.0536088869,3,0,0,1
1,1,0,4.241417826515152,STEM,3,126974.97510742744,4,0,0,1
1,1,0,3.364780156357554,STEM,2,369503.28714745655,0,0,0,1
1,1,0,2.662879431058469,STEM,2,457243.8669267464,4,0,0,1
1,1,0,3.0988179586062703,STEM,4,260360.56923833094,6,0,0,1
1,1,0,3.3563013383169724,Health Sciences,3,180178.19986049895,3,0,1,1
1,0,1,4.44423134456067,Business,3,368926.20976254746,0,0,0,0
1,1,1,2.574112030106898,Business,3,144651.6147070782,3,0,0,0
1,1,0,3.940818684956355,Health Sciences,2,222588.58714342964,6,0,1,1
1,0,0,4.219265252516234,Business,3,116818.28378343537,5,0,0,0
1,1,0,4.081266542912134,Business,2,142461.29160344737,0,0,0,1
1,1,0,2.857728828379547,Humanities,3,317412.5996805036,4,0,0,1
0,1,0,3.381840461302115,STEM,3,227589.7165480687,3,1,0,0
1,0,1,3.0359341630971963,STEM,4,353936.27520222554,4,0,0,0
1,1,1,2.884375694855062,Health Sciences,1,475859.50938359177,4,0,0,0
0,0,0,3.8805188911799715,Humanities,3,318016.4823255589,1,0,0,0
1,1,0,3.479734931654967,STEM,1,103262.52681562213,2,0,0,1
1,0,0,3.389381298401199,STEM,1,600679.8094031187,4,0,0,0
1,1,0,2.8096311919555643,Business,3,248136.2702839363,4,0,0,1
1,1,0,2.9537260847206888,STEM,2,231061.00579950048,2,0,0,1
1,1,0,3.0522656174652725,Health Sciences,1,219014.51378798622,3,0,0,1
1,1,0,3.329800210700432,Humanities,3,276792.8911700619,2,1,0,1
1,1,0,4.554422269028986,Health Sciences,3,75191.26403688698,5,0,0,1
1,1,0,2.7406583475819417,STEM,1,396262.7346019872,2,1,0,1
1,1,0,4.285991004749432,Business,1,617805.2526333277,3,0,0,0
1,1,0,3.7657470493244674,Health Sciences,3,360121.55683101004,4,0,0,1
1,0,0,3.082267786655853,Business,2,378658.0212283105,1,0,0,0
1,1,1,3.976314350835241,STEM,4,252914.3877446935,2,0,0,0
1,1,1,2.4319001764909425,Humanities,1,385744.86441252386,1,0,0,0
1,1,1,2.6384483084600046,STEM,3,205099.40277658714,2,0,1,0
1,0,0,2.8945890790407405,Health Sciences,2,259612.7445600424,5,0,0,0
0,1,1,3.5209328627247354,Business,4,376087.82913738623,3,1,0,0
1,1,0,3.6611534035787936,Humanities,3,411721.03277042304,2,0,0,1
1,1,1,3.4031531511034863,STEM,2,188899.0635376117,3,0,0,0
1,1,0,3.6208221531341946,STEM,2,207313.68440841782,5,0,0,1
1,1,1,3.0022589066794323,STEM,1,341110.4894016553,3,0,0,0
1,1,0,4.974139987434622,Business,4,83457.73742056472,0,0,0,1
1,0,0,3.4002309759268634,STEM,2,325280.67465771164,3,0,0,0
1,1,1,2.274232837534895,STEM,2,290217.09697891754,2,0,0,0
1,1,0,3.872639537019291,STEM,4,244152.63030241127,4,0,0,1
1,1,0,3.1718348638261706,Humanities,4,542465.9052932579,4,0,0,0
1,1,0,3.035397037584856,Health Sciences,4,173158.12481141847,4,0,0,1
1,1,1,3.6309211998630553,Business,1,508429.32920244575,5,0,0,0
1,0,0,3.8455253424237594,Health Sciences,2,103932.88620207118,3,0,0,0
1,1,0,3.487699299681082,Business,1,150135.3995406252,2,0,1,1
0,1,0,3.8241167985270077,Business,1,645430.132668519,2,0,0,0
0,1,0,3.2023635116371745,Business,4,196369.14659260938,4,0,0,0
1,1,0,4.20627606258791,Health Sciences,3,231003.53159344598,4,0,0,1
1,1,0,3.7413114641113348,STEM,4,312768.1653551331,3,0,0,1
1,1,0,2.8797225952271375,STEM,3,206762.74199731235,4,0,0,1
1,1,0,3.8516029543934263,Humanities,4,206351.16421151187,1,0,0,1
1,1,0,3.4872079267372476,STEM,3,253193.00360139614,4,0,0,1
1,0,0,3.0471545153983746,STEM,2,198910.39767604336,2,0,0,0
1,1,1,2.818008542404093,Business,2,138200.27413034267,4,0,0,0
0,1,0,2.6121830854194164,STEM,3,467584.247691548,4,0,0,0
1,1,0,4.229217118951133,STEM,2,363628.92393537523,2,0,0,1
1,1,0,3.7157581987185924,Business,4,330760.33867202816,3,0,0,1
1,1,1,3.4106513889241086,Humanities,3,327081.10502896557,3,1,0,0
1,0,0,4.3824794096511095,Business,3,75892.52238872455,2,0,0,0
1,1,0,4.729468545402206,Business,1,229866.4360976617,0,1,0,1
1,0,1,3.972357284926907,Health Sciences,3,117279.92465733155,2,0,0,0
1,1,0,3.7394463792986774,STEM,4,130301.02850677291,3,1,0,1
1,1,1,3.6622038316261807,Business,4,587882.6159397076,4,0,0,0
1,1,0,4.061488007041799,Health Sciences,1,274597.04300735844,4,0,0,1
1,1,0,3.5412815968063853,Humanities,2,306134.5653377848,6,0,0,1
1,1,0,2.490965589332756,STEM,4,227894.51941769395,4,0,0,0
1,1,0,3.297360588924911,STEM,1,266097.7740028062,2,1,0,1
1,1,0,3.285651447581522,STEM,1,162605.07458660015,2,0,0,1
1,1,0,3.1738603803208276,STEM,2,111898.86057710901,4,0,0,1
1,1,1,3.7873590791828904,Health Sciences,1,60171.54332170583,2,0,0,0
1,1,0,2.225440519842617,Business,3,437752.2078076756,6,1,0,0
1,0,0,2.469160644889599,Humanities,4,122626.46781508287,3,0,0,0
1,1,0,3.5820748726359706,STEM,4,263125.95571557083,2,0,0,1
1,1,0,3.56238855134872,Business,2,326097.29769070604,5,0,0,1
1,1,0,3.5391996195080067,Business,1,223966.20670320484,4,0,0,1
1,1,0,3.272900605186188,Humanities,4,260458.11267587918,2,0,0,1
1,0,0,3.664667005305843,Business,1,512938.62833215174,3,0,0,0
1,0,0,3.300966371402667,STEM,2,288088.5451305354,3,0,0,0
1,0,0,3.8692503670423477,STEM,3,444730.2298308756,5,0,0,0
0,1,1,2.017532756642124,STEM,3,244710.12967070605,4,0,0,0
1,1,0,3.4926263378502864,STEM,2,1231793.105299998,2,0,0,0
1,1,1,3.575907292288969,Health Sciences,1,236049.33796908407,1,0,0,0
1,1,1,2.6720494938441726,Business,4,164135.36932767433,3,0,0,0
1,1,0,2.3961997974004867,Humanities,4,363880.58105656,6,0,0,0
1,0,0,3.463556383379475,STEM,3,148468.3649442133,0,0,0,0
1,1,0,2.8807631198067534,Health Sciences,4,403656.19530533656,4,1,0,1
1,1,0,3.06155790685894,Humanities,4,235976.60829454174,4,0,0,1
1,0,0,3.7912368440944486,STEM,1,265443.1519294224,5,1,0,0
1,1,0,3.6749296475709925,Business,4,370463.4935123699,1,0,0,1
1,1,0,3.949122451851927,STEM,4,733634.3713610792,2,0,0,0
1,1,0,4.664671724714075,Health Sciences,4,391376.8207266987,6,0,0,1
1,1,0,3.7447283251742935,STEM,1,348021.95851895964,0,0,0,1
1,1,0,4.277155733011558,Humanities,4,321257.2627651822,3,0,0,1
1,1,0,3.1909134616541492,Business,1,287146.4764833561,6,1,0,1
1,1,0,2.599181998065816,Business,4,128043.50791244466,2,0,0,1
1,1,0,2.711727326716159,Health Sciences,1,326061.7007950984,1,0,0,1
1,1,0,2.622541208350341,STEM,4,140132.74734869087,2,0,0,1
1,1,0,3.867025458076543,STEM,2,212020.12615362176,2,0,0,1
0,1,0,4.682124555093787,STEM,4,152461.96049046094,3,0,0,0
1,1,0,3.162100147703288,Business,1,85877.11325422749,1,0,0,1
1,1,1,2.325960586278095,STEM,4,320476.6741760805,4,1,0,0
1,1,0,3.4717213943599297,STEM,1,606022.6970137227,4,0,0,0
1,1,0,3.3547218413333773,STEM,2,401078.35371263576,3,1,0,1
1,0,0,2.922205022122533,Humanities,4,179128.27949337923,0,1,0,0
1,1,1,3.915907677059586,STEM,3,342292.7381992481,2,0,0,0
1,1,0,3.1729254736680312,STEM,2,198880.1013448111,2,0,0,1
1,1,0,3.6118122642803643,STEM,1,197609.53484532435,1,0,0,1
1,1,0,3.721624909107181,Humanities,1,269218.52889704116,4,1,0,1
1,0,0,3.516547795624443,Business,1,445485.89367212093,3,0,0,0
1,1,0,3.31188287934672,Health Sciences,2,362333.16274362674,4,0,0,1
1,1,0,3.4890448398612,Business,4,335157.9356801247,2,0,0,1
1,1,0,3.073817851440895,Business,1,161808.50456155362,6,0,0,1
1,1,0,3.581933172221221,STEM,3,134235.93205136317,1,0,0,1
1,1,0,3.727632354646633,Health Sciences,4,208622.13238252862,4,0,0,1
1,1,0,2.8369661381110864,Health Sciences,2,115703.95178145541,2,1,0,1
1,1,1,3.032674531049353,Health Sciences,4,145469.09676901784,4,0,0,0
1,1,0,3.3633747310573607,STEM,3,321064.7657156112,6,0,0,1
1,1,0,3.1793268966357973,Humanities,1,623894.6081241274,2,0,0,0
0,1,1,2.979602252322162,STEM,4,286960.81858762127,2,0,0,0
1,1,0,3.511536883687883,Health Sciences,3,229303.7391535295,3,0,0,1
1,1,0,3.7637582248992905,Health Sciences,4,472384.18639605725,5,0,0,1
1,1,1,2.268301393345847,Business,1,264848.6901299348,4,0,0,0
1,1,0,3.6189616085002174,STEM,4,93385.06682336965,3,0,0,1
1,1,0,4.009252754426305,Humanities,2,244216.99091435116,1,0,0,1
1,1,1,2.849016147818298,Humanities,1,363168.7900212977,4,0,0,0
1,0,0,4.12437661024977,STEM,1,279159.02303530375,4,0,0,0
1,1,0,3.7996944438275335,STEM,4,472637.49111185165,7,1,0,1
1,1,0,2.957872039494384,STEM,1,417042.525131563,1,0,0,1
1,1,0,2.910478251153178,Health Sciences,2,412818.5768009632,3,1,0,1
1,1,0,3.509350082312941,Humanities,3,156693.63275558111,3,0,0,1
1,1,1,3.2440181593722834,STEM,3,187182.9634898939,0,1,0,0
1,1,0,3.1379091700572976,Humanities,2,269309.76674846176,4,0,0,1
1,1,0,4.533607351566842,STEM,2,133341.87071345022,6,0,0,1
1,1,0,4.007766484187304,Humanities,3,604301.3270001562,1,1,0,1
1,1,1,3.1818383511657045,Business,2,421620.688829966,6,0,0,0
1,1,0,3.658655161737445,STEM,1,151310.62200515752,3,0,0,1
1,1,0,3.548672618471985,STEM,1,144066.93098068624,4,0,0,1
1,1,0,3.8611783590316144,Humanities,2,220579.53414889812,1,0,0,1
1,1,0,3.404930422024531,Business,4,229016.3101188525,2,0,0,1
1,1,0,4.225558785110887,Business,1,199281.9315865904,6,1,0,1
1,1,0,4.32068329714245,STEM,2,605408.3617331894,5,0,0,0
1,1,1,3.470711215603565,Health Sciences,4,269265.08441447053,2,0,0,0
1,1,1,3.739941166923278,Business,3,331099.070894636,3,0,0,0
1,1,0,3.8856180029056384,Humanities,3,225026.16610868686,1,0,0,1
1,1,0,3.4812526371825867,Business,1,588478.9604715161,2,0,0,0
1,1,0,3.3724167010770265,Business,4,204348.4743336302,1,0,0,1
1,1,0,3.76621764670387,Health Sciences,1,176564.05083265546,2,0,0,1
1,0,0,3.5995314712498803,STEM,1,183182.1892940096,4,0,0,0
1,1,0,4.266905023300673,Health Sciences,1,228434.53613875,4,0,0,1
1,1,0,3.6804296828899803,Health Sciences,3,265244.6638400483,2,0,0,1
1,1,0,4.41747739533455,Health Sciences,2,258205.57103252845,1,0,0,1
1,1,0,2.910736084530039,Humanities,3,177418.93782711175,3,0,0,1
1,1,0,3.2634066077702535,STEM,4,432338.308225733,5,1,0,1
1,1,0,3.211504252540376,STEM,2,365915.3121473505,3,0,0,1
1,1,0,3.3767679934349233,STEM,2,377778.7538219819,1,0,0,1
1,1,0,3.328265758364201,Humanities,1,787265.0914519366,5,0,0,0
1,1,0,2.6555638073113093,Business,4,485914.5185133098,5,1,0,1
1,1,0,4.1145303297392335,Humanities,1,193449.293770487,3,0,0,1
1,1,0,3.493598970754976,STEM,2,376268.81656445086,6,0,0,1
1,1,0,3.4051423305950355,Humanities,1,404629.0803590623,8,1,0,1
1,1,0,3.456484301082095,Business,2,359990.36400064506,2,1,0,1
1,1,0,3.4928928273262256,STEM,4,272089.0664649021,3,0,0,1
1,1,1,3.3104602677615462,Humanities,2,475743.82727213285,6,1,1,0
1,1,0,2.701269206566418,Humanities,4,687655.8249437169,1,0,0,0
1,1,1,3.6722698269214904,STEM,3,263861.33756615483,3,0,0,0
1,1,0,3.560250782924581,Business,1,174220.82253247473,5,0,0,1
1,1,1,3.6316107301608924,Business,3,227394.72795742453,5,0,0,0
1,0,0,2.9824389083442773,Health Sciences,2,247676.71676727338,2,0,0,0
1,1,0,3.6712641438185853,STEM,2,316812.99974880484,2,0,0,1
1,1,0,2.0939456966355445,STEM,1,334463.6914582265,4,0,0,0
1,1,0,4.592704575475381,Humanities,1,471567.474388169,2,0,0,1
1,1,0,3.9134690813880426,STEM,4,410008.7738595441,4,0,1,1
1,1,0,3.139257064131572,STEM,1,286116.7353265545,5,0,0,1
1,1,0,4.669334010860167,STEM,3,116267.96585882569,9,1,0,1
1,1,0,3.3747219645560738,STEM,3,134826.858484732,3,0,0,1
1,1,1,2.6742138970933302,Business,3,125942.83622040991,3,0,0,0
